Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-23 00:00:00-05:00,56.87869763036193,57.26730382935727,56.68913645282094,56.954524993896484,12222800,0.0,0.0
2023-02-24 00:00:00-05:00,56.5659163390104,56.783914576235986,56.29104758160301,56.717567443847656,9736200,0.0,0.0
2023-02-27 00:00:00-05:00,57.03982427496128,57.15356169525341,56.622784656791886,56.6986083984375,8849800,0.0,0.0
2023-02-28 00:00:00-05:00,56.58487332948063,56.58487332948063,56.05409265331557,56.40478515625,16082200,0.0,0.0
2023-03-01 00:00:00-05:00,56.04461200334962,56.09200229238909,55.32426659361951,55.788700103759766,13275800,0.0,0.0
2023-03-02 00:00:00-05:00,55.769745569161074,56.6606953331137,55.73183189010417,56.60382843017578,11758300,0.0,0.0
2023-03-03 00:00:00-05:00,56.44269693598508,56.56591458473387,56.12043789624417,56.338436126708984,13101800,0.0,0.0
2023-03-06 00:00:00-05:00,56.16783320441186,57.229394615824255,56.12992313772751,57.2104377746582,16282700,0.0,0.0
2023-03-07 00:00:00-05:00,57.33365338205414,57.40947712835635,56.632264746608676,56.87869644165039,13961200,0.0,0.0
2023-03-08 00:00:00-05:00,56.907135009765625,57.182003780605406,56.613309397938856,56.907135009765625,10851600,0.0,0.0
2023-03-09 00:00:00-05:00,57.381042849827494,57.381042849827494,56.186787225834415,56.35739517211914,13900900,0.0,0.0
2023-03-10 00:00:00-05:00,56.58487499403012,57.00191464179724,55.91192342070785,56.12044143676758,13745800,0.0,0.0
2023-03-13 00:00:00-04:00,56.19626948864069,57.69382376335291,56.15835580683843,56.68913650512695,21956000,0.0,0.0
2023-03-14 00:00:00-04:00,56.86921822026036,57.305214692193616,56.2531335766152,56.89765167236328,19496900,0.0,0.0
2023-03-15 00:00:00-04:00,56.32895890531019,57.324169465149936,56.14887435573929,57.27677917480469,21089900,0.0,0.0
2023-03-16 00:00:00-04:00,57.39139276077226,57.63016540436952,57.01890801970156,57.59196090698242,15658300,0.46,0.0
2023-03-17 00:00:00-04:00,57.60151633750131,57.639717193154695,56.96160373050147,57.32453918457031,27351200,0.0,0.0
2023-03-20 00:00:00-04:00,57.45824809739518,57.87848663330078,57.27678220212758,57.87848663330078,12904100,0.0,0.0
2023-03-21 00:00:00-04:00,57.849837561760516,58.02175416185877,57.19082635697157,57.61106491088867,13716500,0.0,0.0
2023-03-22 00:00:00-04:00,57.68746760707522,58.13635766418483,57.33408149914881,57.35318374633789,10494200,0.0,0.0
2023-03-23 00:00:00-04:00,57.39139409039974,57.677920540678336,57.03801158983553,57.229026794433594,15479000,0.0,0.0
2023-03-24 00:00:00-04:00,57.54420963107682,58.279629842820846,57.219478675805185,58.16501998901367,12975600,0.0,0.0
2023-03-27 00:00:00-04:00,58.3942423218151,58.71897329168542,58.21277640818058,58.594810485839844,12777400,0.0,0.0
2023-03-28 00:00:00-04:00,58.63301150322764,58.9672954001241,58.51840165107702,58.66166305541992,10925700,0.0,0.0
2023-03-29 00:00:00-04:00,58.948193263329166,59.16786366511257,58.824030464623235,59.081905364990234,9441000,0.0,0.0
2023-03-30 00:00:00-04:00,59.101004742575945,59.301572885321995,58.890883653957424,59.072349548339844,9870700,0.0,0.0
2023-03-31 00:00:00-04:00,59.27292552096708,59.4543914281666,59.091455970385965,59.24427032470703,14440900,0.0,0.0
2023-04-03 00:00:00-04:00,59.502141193219515,59.71226228242124,59.08190265819741,59.597652435302734,12300700,0.0,0.0
2023-04-04 00:00:00-04:00,59.58810389144565,59.92238779835994,59.2920281275686,59.41618728637695,11433400,0.0,0.0
2023-04-05 00:00:00-04:00,59.7218118473747,60.18980782718561,59.69316029631451,59.97968673706055,12789600,0.0,0.0
2023-04-06 00:00:00-04:00,60.036996994491034,60.208913597671376,59.57855393380399,60.01789474487305,9644200,0.0,0.0
2023-04-10 00:00:00-04:00,59.683610961528,59.87462615966797,59.23471723046006,59.87462615966797,7952600,0.0,0.0
2023-04-11 00:00:00-04:00,59.83642544515332,59.893728547375964,59.59765280354198,59.769569396972656,9913000,0.0,0.0
2023-04-12 00:00:00-04:00,59.67405801559218,60.19935709723983,59.51169436849693,59.87462615966797,9593700,0.0,0.0
2023-04-13 00:00:00-04:00,59.941480289876736,60.323517960696186,59.674056106331875,60.313968658447266,9871400,0.0,0.0
2023-04-14 00:00:00-04:00,60.21846008300781,60.31397132662855,59.96058519030395,60.21846008300781,8946000,0.0,0.0
2023-04-17 00:00:00-04:00,60.47633429054603,60.676902434805115,60.30441769735784,60.61004638671875,9452400,0.0,0.0
2023-04-18 00:00:00-04:00,60.65779752129642,60.74375581411393,60.352168845363316,60.7055549621582,9035700,0.0,0.0
2023-04-19 00:00:00-04:00,60.86792134113325,60.963432583773304,60.58139489997582,60.820167541503906,9769500,0.0,0.0
2023-04-20 00:00:00-04:00,60.772415079417755,61.125797576510145,60.59094553609836,61.08759307861328,10706400,0.0,0.0
2023-04-21 00:00:00-04:00,61.12579602394808,61.383667269748514,60.93477718269697,61.173553466796875,12931100,0.0,0.0
2023-04-24 00:00:00-04:00,61.84212050876071,62.07134022788164,60.76286703803622,61.07804870605469,15532300,0.0,0.0
2023-04-25 00:00:00-04:00,61.28816119748305,61.28816119748305,60.772415049653745,60.9825325012207,12818900,0.0,0.0
2023-04-26 00:00:00-04:00,60.70555972117609,60.90612787234677,60.5431924249559,60.696006774902344,13179600,0.0,0.0
2023-04-27 00:00:00-04:00,60.67690249923451,60.89657289223458,60.275766210290385,60.820167541503906,13795800,0.0,0.0
2023-04-28 00:00:00-04:00,60.75330847306677,61.27861117301884,60.62914568549799,61.26905822753906,13686700,0.0,0.0
2023-05-01 00:00:00-04:00,61.26905796351709,61.7848077157669,61.18309602809428,61.412322998046875,9091500,0.0,0.0
2023-05-02 00:00:00-04:00,61.259508424237715,61.259508424237715,60.42858065055467,61.13534927368164,10948400,0.0,0.0
2023-05-03 00:00:00-04:00,61.144898029426514,61.297716025631026,60.72466311339037,60.79151916503906,11084600,0.0,0.0
2023-05-04 00:00:00-04:00,60.87747779894637,61.0589437053587,60.65780374989252,60.858375549316406,11938300,0.0,0.0
2023-05-05 00:00:00-04:00,60.781965653470806,61.32636700805237,60.77241635048759,61.1448974609375,9037300,0.0,0.0
2023-05-08 00:00:00-04:00,60.944331980829354,61.183100985423174,60.753313133772835,61.04938888549805,7240700,0.0,0.0
2023-05-09 00:00:00-04:00,60.78196647213189,60.88702702326996,60.438133266000605,60.54319381713867,9067700,0.0,0.0
2023-05-10 00:00:00-04:00,60.47633779139118,60.78196649844428,60.16115978122212,60.64825439453125,10134000,0.0,0.0
2023-05-11 00:00:00-04:00,60.72466030892958,61.058940551734885,60.180255331047306,60.99208450317383,9581500,0.0,0.0
2023-05-12 00:00:00-04:00,60.99208900323157,61.30727066402933,60.839274646191285,61.23086166381836,8739600,0.0,0.0
2023-05-15 00:00:00-04:00,61.335920740320816,61.36457229301911,60.848822484160365,61.0684928894043,8150000,0.0,0.0
2023-05-16 00:00:00-04:00,61.03028690072869,61.03028690072869,60.32351829876615,60.38082504272461,9129600,0.0,0.0
2023-05-17 00:00:00-04:00,60.55274129186411,60.57183989636196,59.91282873974872,60.313968658447266,11583000,0.0,0.0
2023-05-18 00:00:00-04:00,60.180254881244636,60.2089100756862,59.76001634437587,59.97968673706055,13595100,0.0,0.0
2023-05-19 00:00:00-04:00,60.208910889816046,60.26621399271127,59.79822164995365,60.00834274291992,14242100,0.0,0.0
2023-05-22 00:00:00-04:00,59.97013414757129,60.04653949400452,58.680759769811964,58.747615814208984,15055400,0.0,0.0
2023-05-23 00:00:00-04:00,58.747619769206615,58.900434115742,58.42288882739625,58.64256286621094,13932700,0.0,0.0
2023-05-24 00:00:00-04:00,58.623465124867586,58.671218928697535,57.99310544151983,58.14591979980469,11090100,0.0,0.0
2023-05-25 00:00:00-04:00,57.7543282304867,58.00265017687461,57.44869953798709,57.697021484375,14463600,0.0,0.0
2023-05-26 00:00:00-04:00,57.735226255724584,57.91669215420056,57.41049531298029,57.55375671386719,12570300,0.0,0.0
2023-05-30 00:00:00-04:00,57.391393418952326,57.49645396628101,56.846992076777745,57.095314025878906,15634200,0.0,0.0
2023-05-31 00:00:00-04:00,57.22902338374028,57.57285656093567,56.703724315639,56.9807014465332,59432200,0.0,0.0
2023-06-01 00:00:00-04:00,57.24812843386608,57.46779883151952,57.085764783010625,57.30543518066406,13402700,0.0,0.0
2023-06-02 00:00:00-04:00,57.563307703648945,58.56615204930097,57.381841811340145,58.41333770751953,15256300,0.0,0.0
2023-06-05 00:00:00-04:00,58.26052787372605,58.68076643529621,57.830736365653394,58.02175521850586,12915600,0.0,0.0
2023-06-06 00:00:00-04:00,58.212770283585044,58.25097478034597,57.42004337101181,57.60151290893555,10943500,0.0,0.0
2023-06-07 00:00:00-04:00,57.3149883445325,57.649272258301345,57.13352243251972,57.515560150146484,16817900,0.0,0.0
2023-06-08 00:00:00-04:00,57.42959379283393,57.69701797164432,57.28632875796768,57.6588134765625,15585900,0.0,0.0
2023-06-09 00:00:00-04:00,57.56331083294008,57.945344886471396,57.46779958702113,57.754329681396484,12581500,0.0,0.0
2023-06-12 00:00:00-04:00,57.868939782790974,57.926246530589594,57.324538430539405,57.506004333496094,14208900,0.0,0.0
2023-06-13 00:00:00-04:00,57.5060061371849,57.94534695394312,57.34364247840185,57.7352294921875,13397800,0.0,0.0
2023-06-14 00:00:00-04:00,58.002649188432414,58.336933069981946,57.87848639566366,58.12681198120117,14099700,0.0,0.0
2023-06-15 00:00:00-04:00,58.328906544906076,58.99293665558303,58.06906771782497,58.92557144165039,15271400,0.46,0.0
2023-06-16 00:00:00-04:00,59.281645253580926,59.83019266494839,59.16616255411642,59.3490104675293,26735800,0.0,0.0
2023-06-20 00:00:00-04:00,59.27202691747717,59.62810073783403,58.93520082675163,58.954444885253906,13971800,0.0,0.0
2023-06-21 00:00:00-04:00,59.002570720469144,59.397140031355725,58.68498866307955,59.1180534362793,13948700,0.0,0.0
2023-06-22 00:00:00-04:00,59.483747897167746,59.76283079723932,59.27202654368742,59.522239685058594,15193400,0.0,0.0
2023-06-23 00:00:00-04:00,59.60885327129834,59.63772670143729,58.87745789772513,58.896705627441406,25103600,0.0,0.0
2023-06-26 00:00:00-04:00,58.90632888921968,58.98331980969566,58.11719030998666,58.91595458984375,12856100,0.0,0.0
2023-06-27 00:00:00-04:00,58.915948546301166,59.05067897218446,58.684979479694974,58.79084014892578,9068500,0.0,0.0
2023-06-28 00:00:00-04:00,58.58875375995989,58.74273193829749,58.12681922494711,58.24230194091797,11173200,0.0,0.0
2023-06-29 00:00:00-04:00,57.95358965638407,58.07869439448314,57.52052490992427,57.76111602783203,17142300,0.0,0.0
2023-06-30 00:00:00-04:00,57.741872832616004,58.078698955687834,57.616764413562436,57.95359420776367,19737000,0.0,0.0
2023-07-03 00:00:00-04:00,57.934337882424174,58.348154870030186,57.7707340246798,58.3000373840332,9694500,0.0,0.0
2023-07-05 00:00:00-04:00,58.011327557516594,58.80046610855865,57.895844852057245,58.73310089111328,14716600,0.0,0.0
2023-07-06 00:00:00-04:00,58.44439243018855,58.723479000910594,58.22304904789731,58.280792236328125,12603900,0.0,0.0
2023-07-07 00:00:00-04:00,58.04019813088268,58.22304604478886,57.48202501822882,57.510894775390625,14565500,0.0,0.0
2023-07-10 00:00:00-04:00,57.7129954534873,57.886221342811616,56.91423122258867,57.07783508300781,15480600,0.0,0.0
2023-07-11 00:00:00-04:00,57.22218692854876,57.318425572210984,56.62552202235848,57.279930114746094,15970100,0.0,0.0
2023-07-12 00:00:00-04:00,57.501277674962424,57.7899862847113,57.21256906521354,57.587890625,14241300,0.0,0.0
2023-07-13 00:00:00-04:00,57.85734620562242,58.18455024567122,57.72261577815447,58.07868957519531,11269800,0.0,0.0
2023-07-14 00:00:00-04:00,57.87659883872352,58.742728333172735,57.82848134928281,58.60799789428711,11631600,0.0,0.0
2023-07-17 00:00:00-04:00,58.47326403209731,58.800468101261664,58.21342885379042,58.521385192871094,10014300,0.0,0.0
2023-07-18 00:00:00-04:00,58.665734441035745,58.94482100523351,58.13643474174515,58.29041290283203,11152900,0.0,0.0
2023-07-19 00:00:00-04:00,58.48288484122077,59.46449696661223,58.39627189865303,59.32014083862305,12936000,0.0,0.0
2023-07-20 00:00:00-04:00,59.35863803281662,60.06116362259182,59.34901233273359,60.04191589355469,11563000,0.0,0.0
2023-07-21 00:00:00-04:00,60.10928221425414,60.32100356642451,59.89756453321278,60.09003448486328,12813200,0.0,0.0
2023-07-24 00:00:00-04:00,60.07078798769427,60.44611321182136,60.05154392903767,60.109283447265625,10251100,0.0,0.0
2023-07-25 00:00:00-04:00,59.95530208716722,60.04191503102562,59.714710984352635,59.90718460083008,13422700,0.0,0.0
2023-07-26 00:00:00-04:00,59.53186586546119,60.79256095393222,59.07955339615256,60.67707824707031,17145500,0.0,0.0
2023-07-27 00:00:00-04:00,60.677077382332754,60.888798734503126,60.03229496781974,60.09003448486328,11517100,0.0,0.0
2023-07-28 00:00:00-04:00,60.23439309009477,60.40761899058786,59.87831925958303,60.12853240966797,9721800,0.0,0.0
2023-07-31 00:00:00-04:00,60.09966552994769,60.09966552994769,59.40676189477126,59.59923553466797,15577900,0.0,0.0
2023-08-01 00:00:00-04:00,59.75320778970254,60.013046627138834,59.300895331447265,59.44525146484375,9281600,0.0,0.0
2023-08-02 00:00:00-04:00,59.243161555763464,60.23439584300958,59.243161555763464,59.62810516357422,11059400,0.0,0.0
2023-08-03 00:00:00-04:00,59.54148420937865,59.78207530860806,59.21428016758149,59.32014083862305,8037400,0.0,0.0
2023-08-04 00:00:00-04:00,59.35863887590726,59.5607345269742,58.33853124922381,58.42514419555664,9356600,0.0,0.0
2023-08-07 00:00:00-04:00,58.502137557331864,59.02181525704377,58.45402006760946,58.887081146240234,6982600,0.0,0.0
2023-08-08 00:00:00-04:00,58.88707806354852,59.04105622527706,58.33853063294502,58.62723922729492,7956100,0.0,0.0
2023-08-09 00:00:00-04:00,58.617618199511725,59.31052177468964,58.46364003515319,58.7619743347168,7904100,0.0,0.0
2023-08-10 00:00:00-04:00,59.04105622527706,59.406755736055715,58.50213449479164,58.62723922729492,7870300,0.0,0.0
2023-08-11 00:00:00-04:00,58.55025382141462,58.89670561397024,58.40589768414009,58.86783218383789,8483400,0.0,0.0
2023-08-14 00:00:00-04:00,59.01219181190408,59.1661699875784,58.463644331618745,58.58875274658203,7176300,0.0,0.0
2023-08-15 00:00:00-04:00,58.40589721779413,58.607996542590605,58.09794088712116,58.19417953491211,7187400,0.0,0.0
2023-08-16 00:00:00-04:00,58.261543388738666,58.53100425398643,58.126812956114776,58.203800201416016,8372300,0.0,0.0
2023-08-17 00:00:00-04:00,58.30004106843981,58.72348011155389,58.174932660038046,58.32891082763672,12873500,0.0,0.0
2023-08-18 00:00:00-04:00,58.26153961289029,58.790839280093365,58.09793576164354,58.65610885620117,11082300,0.0,0.0
2023-08-21 00:00:00-04:00,58.569498600240884,58.63686381527388,58.049820937590184,58.15568161010742,8648500,0.0,0.0
2023-08-22 00:00:00-04:00,58.06907484142328,58.30004393976124,57.72262302948098,57.79961395263672,9412200,0.0,0.0
2023-08-23 00:00:00-04:00,57.934336142382215,58.1653015366823,57.89584068628928,58.00170135498047,7749500,0.0,0.0
2023-08-24 00:00:00-04:00,58.00171072205522,58.58875367332719,57.8284848127904,57.84773254394531,8955100,0.0,0.0
2023-08-25 00:00:00-04:00,58.136439045149004,58.29041721763374,57.75149177837258,58.117191314697266,7629200,0.0,0.0
2023-08-28 00:00:00-04:00,58.27116653602514,58.44439243018855,58.09794064186174,58.280792236328125,6254300,0.0,0.0
2023-08-29 00:00:00-04:00,58.28079235236413,58.34815757010302,57.886223075123915,58.22304916381836,8189600,0.0,0.0
2023-08-30 00:00:00-04:00,58.357779729463175,58.45401837725412,58.02095364001744,58.19417953491211,9447900,0.0,0.0
2023-08-31 00:00:00-04:00,58.03057108906814,58.19417494183552,57.55901460106253,57.57826232910156,14663500,0.0,0.0
2023-09-01 00:00:00-04:00,57.741865211331714,57.86697361387237,56.89498349364942,57.07783508300781,11257200,0.0,0.0
2023-09-05 00:00:00-04:00,57.02009447893583,57.08745969771007,56.461921327801754,56.60627746582031,12474600,0.0,0.0
2023-09-06 00:00:00-04:00,56.41380138036632,56.61590069901079,56.221327761772464,56.567779541015625,13923500,0.0,0.0
2023-09-07 00:00:00-04:00,56.73138477671916,56.933480429132906,56.105846418910126,56.13471984863281,17628600,0.0,0.0
2023-09-08 00:00:00-04:00,56.105846418910126,56.211707095258944,55.826759848741226,56.13471984863281,14312300,0.0,0.0
2023-09-11 00:00:00-04:00,56.202089820803806,56.76988503833199,56.038485942297726,56.664024353027344,14767400,0.0,0.0
2023-09-12 00:00:00-04:00,56.769880221551624,56.77950225070413,55.99998572870666,56.1058464050293,12292700,0.0,0.0
2023-09-13 00:00:00-04:00,56.20208590942777,56.47154678335608,56.144342720244964,56.240577697753906,12641400,0.0,0.0
2023-09-14 00:00:00-04:00,56.49278315845189,56.832281567354286,56.44428021410429,56.706180572509766,12311600,0.46,0.0
2023-09-15 00:00:00-04:00,56.657675585991505,56.88077504640915,56.01747600819377,56.20177459716797,55690500,0.0,0.0
2023-09-18 00:00:00-04:00,56.240580018110485,56.59947885735801,55.90108161615405,56.55097961425781,13617400,0.0,0.0
2023-09-19 00:00:00-04:00,56.51217598702411,56.63827697314641,56.18237596964992,56.43457794189453,11998900,0.0,0.0
2023-09-20 00:00:00-04:00,56.55097966132121,57.06508199932531,56.337582251451735,56.6867790222168,14766600,0.0,0.0
2023-09-21 00:00:00-04:00,56.618879537917856,56.66737878122643,55.69737911403457,55.81378173828125,15941800,0.0,0.0
2023-09-22 00:00:00-04:00,56.11447867400116,56.230881297017845,55.77498027417342,55.871978759765625,14644100,0.0,0.0
2023-09-25 00:00:00-04:00,55.67797935325162,55.76527946656815,55.037779755682045,55.28997802734375,12358800,0.0,0.0
2023-09-26 00:00:00-04:00,55.02807658680821,55.19297844211015,54.70797864455296,54.834075927734375,11194700,0.0,0.0
2023-09-27 00:00:00-04:00,54.72737787461225,54.834078426978834,54.0095802136543,54.271480560302734,13766300,0.0,0.0
2023-09-28 00:00:00-04:00,54.543079224358,54.63037933982606,54.02898060007669,54.13568115234375,12484800,0.0,0.0
2023-09-29 00:00:00-04:00,54.45577886448546,54.581879852985566,53.95137861073998,54.30057907104492,12270000,0.0,0.0
2023-10-02 00:00:00-04:00,54.23268243747721,54.329680926227745,53.42758462013333,53.815582275390625,11792500,0.0,0.0
2023-10-03 00:00:00-04:00,53.50518025943255,53.767080607560494,53.136579358335254,53.23358154296875,13604200,0.0,0.0
2023-10-04 00:00:00-04:00,53.24328107122816,53.62158034890268,53.06868083533914,53.3887825012207,12100500,0.0,0.0
2023-10-05 00:00:00-04:00,53.09777806748479,53.30147708903762,50.672779143509054,50.80857849121094,29878100,0.0,0.0
2023-10-06 00:00:00-04:00,50.47878579570021,51.69128543318193,50.003484309695075,51.54578399658203,30292000,0.0,0.0
2023-10-09 00:00:00-04:00,51.3711771442462,51.55547943359766,50.54667897692625,51.2935791015625,15704700,0.0,0.0
2023-10-10 00:00:00-04:00,52.50608269163453,52.70008336390636,51.95318318082562,52.409080505371094,20909700,0.0,0.0
2023-10-11 00:00:00-04:00,52.59338046613436,52.6515780750447,51.429380184614125,52.09867858886719,21138900,0.0,0.0
2023-10-12 00:00:00-04:00,52.14717798445879,52.215081362147174,50.85708041296784,51.22568130493164,19330400,0.0,0.0
2023-10-13 00:00:00-04:00,51.157782152254036,51.817378496908695,51.060779969029134,51.303279876708984,14494600,0.0,0.0
2023-10-16 00:00:00-04:00,51.42938007844508,51.9531807590861,51.254779851564734,51.82707977294922,12816800,0.0,0.0
2023-10-17 00:00:00-04:00,51.71068546034077,52.47698241294359,51.6136832699602,52.44788360595703,16457200,0.0,0.0
2023-10-18 00:00:00-04:00,52.47698129969788,52.89408145884794,52.30238106097204,52.42848205566406,12809500,0.0,0.0
2023-10-19 00:00:00-04:00,52.53518381024332,53.11718215242617,52.24418463915189,52.719482421875,16202200,0.0,0.0
2023-10-20 00:00:00-04:00,52.894079527698835,53.36938098248942,52.806779411523216,52.93288040161133,15674600,0.0,0.0
2023-10-23 00:00:00-04:00,52.74857970869783,53.24327788056804,52.428478061998696,52.45758056640625,21212700,0.0,0.0
2023-10-24 00:00:00-04:00,53.98048148749554,54.48487804445794,53.64097939308222,53.97077941894531,25290800,0.0,0.0
2023-10-25 00:00:00-04:00,54.08717801837033,54.53338066265488,53.8931810515783,54.436378479003906,16701000,0.0,0.0
2023-10-26 00:00:00-04:00,54.67887876348534,54.93108074245596,54.04838121656876,54.1065788269043,16228400,0.0,0.0
2023-10-27 00:00:00-04:00,53.883480271230454,54.455780217560296,53.44697968500345,53.58278274536133,13626500,0.0,0.0
2023-10-30 00:00:00-04:00,53.76707988548153,54.591578092390954,53.75737781702098,54.46548080444336,15014300,0.0,0.0
2023-10-31 00:00:00-04:00,54.87287850242766,55.01837992631197,54.46548043595946,54.79528045654297,16639400,0.0,0.0
2023-11-01 00:00:00-04:00,55.09598087099895,55.17358262122148,54.57218015776225,54.74678039550781,14110800,0.0,0.0
2023-11-02 00:00:00-04:00,54.804981236888025,55.43548250113125,54.6691818754215,55.377281188964844,13087200,0.0,0.0
2023-11-03 00:00:00-04:00,55.67797651192071,55.86227509718174,54.99897607635979,55.037776947021484,13956500,0.0,0.0
2023-11-06 00:00:00-05:00,55.076577220701395,55.56157703053569,55.03778004810837,55.26087951660156,12673200,0.0,0.0
2023-11-07 00:00:00-05:00,55.21237475624452,55.6779778145688,55.02807616667163,55.464576721191406,10449300,0.0,0.0
2023-11-08 00:00:00-05:00,55.60038066855343,55.74588209884188,55.212379321287585,55.377281188964844,13744000,0.0,0.0
2023-11-09 00:00:00-05:00,55.31908103853361,55.42578159628525,54.67888139227894,54.960182189941406,12021100,0.0,0.0
2023-11-10 00:00:00-05:00,55.16388075794998,55.222082070833835,54.37818338542121,55.01838302612305,11678900,0.0,0.0
2023-11-13 00:00:00-05:00,54.92137521395731,55.386974568584705,54.901974778315996,55.222076416015625,12798200,0.0,0.0
2023-11-14 00:00:00-05:00,55.309380102086735,55.5227812076831,55.10568106506565,55.38697814941406,12697100,0.0,0.0
2023-11-15 00:00:00-05:00,55.58097534237692,55.61977621374167,55.04747631200317,55.493675231933594,10201900,0.0,0.0
2023-11-16 00:00:00-05:00,55.5324766896305,55.804075391541915,55.105678200876156,55.43547821044922,16010400,0.0,0.0
2023-11-17 00:00:00-05:00,55.474279427236816,55.61978085687371,54.9989816642324,55.542179107666016,14475800,0.0,0.0
2023-11-20 00:00:00-05:00,55.33848022693617,55.8525825662911,55.25118010895175,55.677982330322266,13051000,0.0,0.0
2023-11-21 00:00:00-05:00,55.73617826164323,56.29877982730318,55.61008097299942,56.28907775878906,13891600,0.0,0.0
2023-11-22 00:00:00-05:00,56.512177676769234,56.78378009348102,56.38608038713143,56.66737747192383,11320600,0.0,0.0
2023-11-24 00:00:00-05:00,56.70618091193139,56.98748170970864,56.589781985361725,56.81288146972656,4816000,0.0,0.0
2023-11-27 00:00:00-05:00,56.78378232326182,56.929280055539216,56.52188196485635,56.706180572509766,16246500,0.0,0.0
2023-11-28 00:00:00-05:00,56.64798200886672,57.06508216152016,56.60918113414197,56.82258224487305,13739600,0.0,0.0
2023-11-29 00:00:00-05:00,56.822580093534924,56.90987650797791,56.35697701497603,56.48307800292969,11263600,0.0,0.0
2023-11-30 00:00:00-05:00,56.66884630058518,57.15770799136949,56.31686528646548,57.138153076171875,22727500,0.46,0.0
2023-12-01 00:00:00-05:00,56.971941667270166,57.382583695647305,56.942611159448575,57.33369827270508,15369600,0.0,0.0
